currency_co,open_dt,agreement_amt_rub,applied_amt_rub,month_pay_rub,term_cnt,region_name,score_day,score_hour,age,born_in_russia,gender,marital,education,child_minor,reg_fact,residence_period,work_status,website,gen_property,gen_exp,pre_exp,gen_industry,salary300,income_confirmation,flat_owner,house_owner,auto_owner,garage_owner,land_owner,account_owner,card_owner,current_credit,email_shown,work_phone_shown,home_phone_shown,current_phone_shown,mobile_phone_shown,phone_work_same,phone_reg_same,reg_state,auto_number_shown,inn_number_shown,drvlic_number_shown,pension_number_shown,UCI,OL,child_adult,previous_score,default
nom,lin,lin,lin,lin,lin,nom,nom,lin,lin,bin,bin,nom,nom,lin,bin,lin,nom,bin,nom,lin,lin,nom,lin,bin,nom,nom,nom ,bin,bin,bin,nom,bin,bin,bin,bin,bin,bin,bin,bin,nom,bin,bin,bin,bin,lin,lin,bin,lin,bin
2,733739,80153.283,100000.7626,90301.5418,24,5,2,11,25,1,0,1,2,0,1,132,2,0,5,30,0,3,13880,1,1,1,2,0,0,0,2,0,0,1,1,1,1,0,0,16,0,0,0,1,0,500,0,44.41244701,1
3,733739,87326.7241,151307.311,121654.3974,24,5,4,6,26,1,1,2,2,1,1,60,1,0,5,6,36,19,16045,1,1,1,2,1,0,1,2,0,0,1,1,1,1,0,0,16,1,0,0,0,0,3700,0,46.31963687,0
3,733747,96396.105,101984.285,135644.6872,24,5,3,12,25,1,1,2,3,0,1,108,3,0,5,13,10,20,23249,1,1,1,2,0,0,0,1,1,0,1,1,1,1,0,0,16,0,0,1,0,0,1300,0,35.14831616,0
1,733663,200000,200000,37163.58336,36,7,5,14,29,1,1,2,4,0,1,2,3,0,5,30,18,5,44200,1,2,1,2,0,0,1,2,1,0,1,1,1,1,0,0,14,0,0,1,0,40000,35000,0,35.51798529,0
1,733664,746506,750000,20195.5,60,7,4,16,48,0,1,2,1,0,0,12,2,0,5,7,3,18,49590,1,1,1,2,0,0,1,2,0,1,1,1,1,1,0,0,14,0,0,0,1,0,4800,0,41.8,1
1,733607,250000,250000,10291,60,2,6,16,49,1,0,3,3,0,1,134,4,0,1,80,16,13,24730,1,3,1,2,0,0,0,1,0,0,1,1,1,1,0,0,17,0,0,0,1,0,6200,1,51.3,0
1,733582,500000,500000,14000,60,2,2,11,40,1,0,2,1,0,0,96,3,0,5,20,15,19,50000,2,1,1,2,0,0,0,1,0,0,1,1,0,1,0,0,8,0,0,1,1,0,3500,1,34.3,0
1,733596,300000,300000,8830,60,2,3,17,31,1,0,2,3,1,1,60,2,0,2,17,8,3,31000,1,1,1,2,0,0,0,2,0,0,1,1,1,1,0,0,8,0,0,0,1,0,2200,0,33.3,0
1,733599,250000,250000,7230,60,2,3,11,23,1,0,1,3,0,1,79,2,0,1,31,0,2,20000,1,3,1,2,1,1,1,2,0,0,1,0,1,1,0,0,8,0,0,0,1,15000,7100,0,33.29336016,0
1,733599,128219,200000,4700,36,2,2,16,24,1,0,2,3,0,0,12,2,0,4,8,15,21,25000,1,1,1,1,0,0,1,2,0,0,1,0,1,1,0,0,9,0,1,0,0,0,3700,0,39.8,1
1,733599,30000,30000,6500,12,2,4,14,25,1,0,1,3,0,1,228,2,0,5,9,60,23,22000,1,2,1,2,0,0,0,1,0,0,1,1,1,1,0,0,8,1,0,0,0,0,500,0,39.8,0
3,733764,60307.9665,60307.9665,169278.5278,24,5,4,11,42,1,1,3,2,0,1,120,1,0,4,60,72,21,17836,1,1,1,2,0,0,1,2,1,0,1,1,1,1,0,0,16,0,1,0,1,0,3200,0,56.8535652,0
3,733765,64755.648,70930.8,90735.792,24,5,3,12,40,1,0,2,2,1,1,264,2,0,1,96,0,4,17960,1,2,1,1,1,0,1,2,0,0,1,1,1,1,0,0,16,0,0,0,1,0,4400,1,61.98178705,0
1,733731,200000,300000,15548.6355,24,2,6,8,50,1,0,2,3,0,1,228,4,0,5,162,153,20,40000,1,1,3,2,1,1,1,1,0,0,1,0,0,1,0,0,13,1,0,0,0,0,3500,1,51.17815791,0
3,733767,82559.7,82559.7,189226.8324,24,1,5,18,43,1,1,3,2,0,1,84,3,0,5,60,24,3,17000,1,2,1,2,0,0,1,2,0,0,1,0,0,1,0,0,5,0,0,0,1,11400,3700,1,48.76428717,1
1,733673,1000000,1000000,28190.47109,60,2,5,17,43,1,1,3,2,1,0,48,3,0,6,96,0,20,105000,2,1,1,1,0,0,1,2,1,0,1,1,1,1,1,0,8,0,0,1,0,0,22500,0,49.76666667,0
1,733673,53969,100000,1400,60,2,5,12,51,1,1,2,2,0,1,21,1,0,1,87,0,2,14800,1,1,1,3,0,0,0,1,0,0,1,0,0,1,0,0,17,0,0,1,0,0,5100,1,40.3,1
1,733673,165000,165000,7048,60,2,5,13,41,1,1,3,3,1,1,226,2,0,1,89,33,2,24100,1,2,1,1,0,0,1,2,0,0,1,1,1,1,0,0,17,0,0,0,0,0,4600,0,45.3,0
1,733613,300000,500000,20290.01985,60,2,4,12,40,1,0,1,3,1,0,36,4,0,5,8,48,20,58000,1,2,1,2,0,1,1,3,0,0,1,1,1,1,0,0,8,1,0,0,0,0,15000,0,47.8,1
1,733613,180000,180000,25820,36,2,4,14,23,1,0,1,3,0,0,132,2,1,5,18,0,15,38000,2,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,9,0,0,1,0,40000,3500,0,35.11724138,0
1,733614,300000,300000,15118,60,2,4,12,38,1,1,3,2,3,0,12,3,1,2,8,162,19,50000,2,2,1,1,0,0,1,1,0,1,1,1,1,1,0,0,8,0,0,0,1,0,17962,0,36.27188509,0
1,733583,638000,700000,24380,36,2,3,14,35,0,1,2,3,1,1,84,3,0,5,6,3,20,60000,2,2,1,1,0,0,1,1,0,0,1,1,1,1,0,0,8,0,0,1,0,0,7700,0,44.66363636,0
2,733766,61887.015,61887.015,153222.5274,24,5,3,14,31,1,1,2,3,1,0,108,1,0,1,19,0,2,19071,1,1,1,2,0,0,1,2,0,0,1,1,1,1,0,1,16,0,0,1,0,0,2800,0,51.33685576,0
1,733589,80000,80000,19045.07057,60,2,4,17,47,1,0,3,3,0,1,22,4,0,5,125,52,1,130500,1,3,1,2,0,0,1,2,1,1,1,1,1,1,0,0,8,0,0,1,0,0,13000,0,59.99230769,0
1,733592,300000,300000,32500,18,2,2,10,33,1,1,2,3,1,0,24,4,1,5,15,4,20,60000,2,2,1,2,0,0,1,1,0,0,1,1,1,1,0,0,9,0,0,1,0,0,4500,0,46.3,0
1,733592,66552,150000,1690,60,2,5,16,48,1,0,2,2,1,1,60,2,0,1,216,24,13,14600,1,1,1,2,0,0,0,3,0,0,1,0,1,1,0,0,9,0,0,0,1,0,1300,1,44.99230769,1
1,733592,100000,100000,27000,12,2,2,12,36,1,1,2,3,0,0,108,3,0,2,108,24,20,62000,1,1,1,1,0,0,0,2,0,1,1,0,1,1,0,0,9,1,0,0,0,0,5500,0,44.20909091,0
1,733607,150000,150000,27114.29665,36,2,3,17,37,1,0,3,3,2,1,89,3,0,3,18,3,3,89300,1,1,1,1,0,0,1,2,0,0,1,1,1,1,0,0,8,0,0,1,0,0,12500,0,39.3,0
1,733607,100000,450000,6735,60,2,4,14,46,0,1,2,3,1,1,45,2,0,5,16,6,16,17100,1,2,1,1,0,1,1,1,0,0,1,1,1,1,0,0,13,0,0,1,0,9000,4700,1,46.82303742,1
1,733607,700000,700000,20290.01985,60,2,5,15,32,1,0,3,2,2,1,372,4,1,5,6,6,20,70000,1,3,1,2,0,0,0,2,0,1,1,1,1,1,0,0,8,0,1,1,0,6000,9000,0,43.8,0
3,733766,102619.87,102619.87,362386.8166,24,5,2,7,34,1,1,1,3,0,1,96,2,0,1,48,0,2,36200,1,1,1,2,0,0,1,1,0,0,1,0,0,1,0,0,16,0,0,1,0,0,2500,0,35.52699164,0
2,733766,142234.392,309205.2,185651.9555,24,5,6,11,53,1,0,2,3,0,1,204,4,0,1,336,0,4,20500,1,2,1,2,0,0,1,2,1,0,1,1,1,1,0,0,16,0,0,0,1,0,1000,1,62.47074611,0
3,733771,50882.76,50882.76,191726.2397,24,2,3,11,36,1,0,1,2,0,1,234,2,0,6,7,53,20,18130,1,1,1,2,0,0,1,2,0,0,1,1,1,1,0,0,17,0,0,0,1,0,3700,0,44.41244701,1
3,733772,34626.4698,101215.8348,49417.8096,24,5,4,17,22,1,1,1,1,0,1,180,2,0,5,11,2,3,13050,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,2,0,0,0,1,0,300,0,42.80722402,0
3,733747,293086.91,293086.91,417829.3347,24,5,4,15,28,1,0,1,3,0,0,48,2,0,5,6,0,9,40000,1,1,1,2,0,0,1,2,0,0,1,0,0,1,0,0,16,0,0,1,0,0,3500,0,49.50882655,0
2,733607,343266,343266,384457.92,60,2,2,10,30,1,1,1,3,0,1,1,2,0,5,7,9,7,39000,1,1,1,2,0,0,1,2,0,1,1,1,1,1,0,0,9,1,0,0,0,5000,300,0,35.50909091,0
1,733607,40000,100000,2585,18,7,2,18,49,1,0,4,3,0,1,36,1,0,5,10,120,3,14500,1,3,1,2,0,0,0,1,1,0,1,1,0,1,0,0,3,0,0,0,1,0,5100,1,46.8,0
1,733584,700000,700000,20714.18403,60,2,7,15,34,1,1,1,3,0,1,180,3,1,5,8,36,20,60000,2,2,1,2,0,0,0,1,0,0,1,0,1,1,0,0,8,0,1,0,0,0,2500,0,39.8,0
1,733589,100000,100000,4580,60,2,5,17,23,1,0,2,1,1,1,132,2,0,4,36,0,21,24000,1,1,1,2,0,0,1,2,0,0,1,0,0,1,0,0,9,0,0,0,1,0,1800,0,34.46666667,1
1,733589,35000,35000,10530,10,2,5,18,31,1,0,2,3,1,0,168,2,0,1,34,9,13,33000,1,2,1,2,0,0,0,1,1,1,1,1,1,1,0,0,8,0,0,1,0,0,3000,0,42.3,0
1,733591,139704,200000,3624,60,1,2,15,29,1,0,2,3,1,1,48,3,0,5,29,19,20,24360,1,3,1,2,0,0,0,2,0,0,1,1,0,1,0,0,5,0,0,0,1,13920,9650,0,42.35751295,0
1,733596,500000,500000,20714.18403,60,2,5,16,26,1,0,2,1,0,1,216,2,1,5,13,12,20,55000,2,1,1,2,0,0,1,1,0,1,1,1,1,1,0,0,8,0,1,1,1,10000,6000,0,34.09230769,0
3,733747,97716.7036,97716.7036,270417.0255,24,5,6,6,43,1,1,2,2,1,1,264,2,0,6,44,0,21,36300,1,1,3,2,0,0,0,1,0,0,1,0,0,1,0,0,16,0,0,0,1,0,4500,1,32.74878507,1
1,733676,500000,700000,27618.91204,60,2,5,11,35,1,1,1,2,0,1,36,4,0,6,15,8,20,100000,2,3,1,1,0,1,1,1,0,1,1,0,0,1,0,0,9,0,1,1,1,0,23000,0,45.34347826,0
1,733676,1000000,1000000,27618.91204,60,2,3,14,51,0,1,2,5,0,1,264,4,0,4,4,396,5,80000,1,1,3,1,1,1,1,2,0,1,1,1,1,1,0,0,9,0,0,1,1,12500,6000,1,64.51891892,1
1,733597,265000,300000,7280,60,2,4,17,25,1,0,2,3,0,0,96,2,0,1,10,0,4,24000,1,2,1,2,0,0,0,2,0,0,1,0,1,1,0,0,8,1,0,0,0,0,500,0,38.8,0
1,733614,300000,300000,13200,60,2,5,15,23,1,1,1,2,0,1,264,2,1,2,24,1,1,24000,1,1,1,1,0,0,1,2,0,0,1,1,1,1,0,0,8,0,0,1,0,20000,3000,0,43.48235294,0
1,733614,51000,400000,1324,60,1,5,16,35,1,1,2,3,1,0,96,2,0,5,14,14,20,40220,1,1,1,1,0,0,1,2,0,1,1,1,1,1,0,0,5,0,0,1,0,0,5200,0,43.56923077,1
1,733614,200000,200000,7524,60,1,4,10,42,1,0,2,2,1,0,12,2,0,6,6,13,20,24360,1,1,1,2,0,0,0,1,0,0,1,0,1,1,0,0,5,0,0,0,1,0,2100,0,38.3,1
1,733614,150000,150000,8855,60,7,2,12,36,1,0,2,2,1,1,216,2,0,5,96,36,3,17500,1,2,1,2,0,0,0,1,1,0,1,1,0,1,0,0,3,1,0,0,0,10000,4200,0,36.30909091,0
1,733614,350000,350000,12080,60,2,5,11,43,1,0,2,2,0,1,12,1,0,4,60,108,3,36000,1,2,1,2,0,0,1,2,0,0,1,1,1,1,0,0,8,0,0,0,1,0,3800,1,41.3,0
3,733817,65032.2,65032.2,67814.133,60,5,5,9,29,1,0,1,1,1,1,336,2,0,1,61,0,13,10580,1,3,1,2,0,0,1,2,0,0,1,1,1,1,0,0,2,0,0,0,1,0,550,0,49.04456667,0
3,733801,167077,267323.2,460631.289,24,2,4,8,50,1,0,2,3,0,0,36,2,0,1,252,36,13,28700,1,1,1,2,1,1,0,1,0,0,1,1,1,1,0,0,8,0,0,1,0,0,2000,1,52.93226327,0
1,733583,180000,180000,19455.41336,60,2,5,15,41,1,0,2,4,1,1,120,4,1,5,125,36,3,39150,1,3,1,3,0,0,1,3,1,1,1,1,1,1,0,0,8,1,0,1,0,57180,6000,1,50.2519615,0
1,733583,250000,250000,8730,60,2,2,18,34,1,1,1,3,0,1,48,2,1,5,18,108,1,15000,1,2,1,2,0,0,1,1,0,0,1,0,0,1,0,0,9,0,0,0,1,40000,8000,0,43.48571429,0
1,733589,200000,200000,6600,48,2,2,16,46,1,1,2,1,1,1,240,1,0,4,48,48,24,48000,1,1,1,2,0,0,0,1,0,0,1,1,1,1,0,0,8,0,0,1,0,0,15000,1,44.3,0
1,733589,100000,350000,19870.41279,60,2,3,11,33,1,0,3,3,1,1,24,4,0,5,13,14,20,95000,2,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,8,1,0,0,0,0,8800,0,47.3,0
1,733592,500000,750000,28642.83988,36,2,7,14,47,1,0,2,3,0,1,276,4,0,5,39,24,20,90000,2,2,1,2,0,0,0,1,1,0,1,1,1,1,0,0,8,0,1,0,0,0,29328,1,55.42520458,0
1,733607,200000,350000,17380,60,2,3,18,36,1,0,2,3,2,1,300,4,0,5,39,5,7,40000,2,3,1,1,0,0,0,1,0,0,1,1,1,1,0,0,10,0,0,0,1,0,1200,0,49.3,1
3,733813,181547.5,363095,843832.78,60,2,6,12,28,1,1,3,2,0,1,84,2,0,5,35,0,20,72000,2,1,1,2,0,0,0,1,0,1,1,1,1,1,0,0,8,0,0,1,0,0,2500,0,35.20685333,1
2,733813,176990.295,186633,141323.1734,60,1,4,12,27,0,0,2,1,3,1,29,4,0,6,18,3,3,30181,1,1,1,2,0,0,0,1,0,0,1,0,1,1,0,0,5,0,0,1,0,0,7200,0,34.22373101,0
3,733813,99246.363,270967.5,133099.236,36,2,4,17,42,1,1,2,3,0,1,96,4,0,5,10,16,20,20880,1,3,1,2,0,0,0,1,0,1,1,1,1,1,0,0,8,0,1,0,0,0,300,1,41.80752861,0
3,733807,208108.2,313445.6339,804376.3462,60,5,6,16,37,1,1,3,4,0,1,12,4,0,4,16,20,9,158070,1,3,1,2,0,0,1,2,0,0,1,1,0,1,0,0,4,0,0,0,1,0,92200,0,61.73542142,0
1,733661,289000,300000,10900,36,2,4,12,43,1,0,2,3,3,1,90,3,0,5,18,24,3,45000,2,2,1,1,0,0,0,1,0,1,1,1,1,1,0,0,8,0,0,1,0,0,18000,0,39.3,0
1,733661,1000000,1000000,28190.47109,60,2,5,12,26,1,0,1,4,0,1,24,2,0,5,12,24,20,86600,2,1,3,1,0,0,1,3,0,1,1,1,0,1,0,0,8,0,0,1,0,25000,5000,0,43.64301075,1
3,733754,84012.9,200230.745,427180.0914,24,7,3,15,37,0,1,2,2,2,1,6,1,0,5,35,10,9,13740,1,1,1,2,0,0,1,3,0,0,1,1,1,1,0,0,14,0,0,1,0,40000,4000,0,45.69280464,0
1,733667,40000,40000,8750,12,7,5,12,28,1,0,1,3,0,1,324,3,0,5,10,4,3,30000,2,2,1,2,0,0,0,1,1,0,1,1,1,1,0,0,14,0,0,0,1,0,3630,0,35.12231405,0
1,733610,70000,300000,3400,60,2,5,14,54,1,1,2,2,0,1,180,1,0,5,67,5,3,10200,1,1,1,1,0,0,1,2,0,0,1,1,1,1,0,0,8,0,0,1,0,70000,8000,1,35.02477876,0
1,733610,450000,450000,18600,60,2,4,10,33,0,1,2,3,2,1,120,2,0,4,6,72,19,56000,1,1,2,2,0,0,0,1,1,1,1,1,1,1,0,0,9,0,1,0,0,0,23000,0,42.3,0
1,733589,500000,500000,14754.8,60,2,6,11,35,0,1,1,3,0,1,36,4,0,3,15,0,3,44360,2,1,1,2,0,0,0,1,0,0,1,0,0,1,0,0,9,0,0,1,0,0,4000,0,33.3,1
1,733592,600000,750000,20290.01985,60,2,4,10,46,0,1,2,3,0,1,156,2,1,5,24,19,19,80000,1,1,1,1,0,0,1,3,0,0,1,1,1,1,0,0,8,0,0,1,0,40000,18500,1,40.23397683,0
3,733799,52653.6,52653.6,128735.4193,24,5,3,17,23,1,0,1,3,0,1,96,2,0,4,7,1,24,18879,1,2,1,2,0,0,1,2,0,0,1,0,1,1,0,0,2,0,0,1,0,0,3330,0,49.50882655,0
3,733817,45568.4225,99851.125,42845.21,60,2,6,12,34,1,0,3,2,2,0,144,3,0,1,65,0,3,20000,1,2,1,1,0,0,1,2,0,0,1,1,1,1,0,0,9,0,0,1,1,0,6000,0,52.88401649,0
1,733668,200000,200000,19500,36,7,3,16,32,1,0,2,3,2,1,324,2,0,3,26,48,8,92000,2,2,1,3,0,0,1,2,0,0,1,1,1,1,0,0,14,0,0,0,1,0,17100,0,38.93157895,1
1,733659,81296,100000,2980,36,2,3,17,27,1,1,2,1,1,0,60,1,0,5,12,39,17,16000,1,1,1,2,0,0,0,1,0,0,1,0,1,1,0,0,10,0,0,0,1,0,1500,0,32.3,0
1,733614,40000,40000,5850,18,2,6,15,54,1,0,3,3,0,1,372,2,0,1,24,0,13,21000,2,2,1,2,0,0,0,1,0,0,1,1,1,1,0,0,8,0,0,0,1,0,2400,1,42.3,0
1,733614,72000,300000,1880,60,2,5,12,46,1,0,2,2,0,1,72,2,0,2,90,0,4,22000,1,1,1,2,0,0,0,2,0,0,1,1,1,1,0,0,9,0,0,0,1,0,6400,0,38.95625,0
1,733614,250000,250000,12940,60,1,5,12,48,1,0,1,3,1,1,12,2,0,5,17,4,25,32000,2,2,1,2,0,0,1,1,0,0,1,0,0,1,0,0,5,0,1,0,0,0,4700,0,43.3,1
1,733617,100000,200000,4860,60,5,4,8,26,1,1,2,2,1,0,120,2,0,1,72,0,2,15500,1,1,1,2,0,0,0,1,1,0,1,1,1,1,0,0,16,0,0,1,0,1450,3600,0,39.64955752,0
1,733582,60000,60000,22060,36,2,3,15,37,0,1,3,3,1,1,24,2,0,5,25,3,20,50000,2,3,1,2,0,0,0,3,1,1,1,0,0,1,0,0,9,0,1,0,0,0,9120,0,46.79342105,0
1,733584,206118,250000,13250,18,2,5,12,52,1,0,2,3,2,0,12,2,0,1,10,144,13,35000,1,2,1,2,0,0,1,1,0,0,1,1,1,1,0,0,8,0,0,0,1,0,6000,1,46.8,0
3,733585,117923.5,117923.5,374996.73,60,2,7,14,31,1,0,2,3,1,0,96,3,0,2,24,36,18,42000,1,1,1,2,0,0,0,2,0,1,1,1,1,1,0,0,8,1,0,0,1,0,4000,0,45.3,0
1,733730,85000,210000,11435,24,5,6,9,53,1,1,2,1,0,1,624,1,0,5,98,7,3,29100,1,2,1,1,0,0,0,1,0,0,1,1,1,1,0,0,2,0,0,1,0,0,3350,1,59.23572572,0
1,733730,250000,300000,15846.35987,24,5,6,14,55,1,1,3,3,0,1,60,2,0,1,13,24,13,31000,1,2,1,2,0,0,1,2,1,0,1,1,1,1,0,0,2,0,0,0,1,41400,11900,1,54.8402051,1
1,733591,300000,300000,19455.41336,60,2,2,11,32,1,0,2,3,0,1,168,2,1,5,3,1,13,40000,1,1,1,1,0,0,1,3,0,0,1,0,1,1,0,0,8,1,0,0,0,60000,1300,0,42.51428571,0
1,733590,350000,350000,27492.01502,36,2,4,12,35,1,0,4,3,0,1,336,3,0,5,49,14,3,52200,1,2,1,2,0,0,0,1,0,1,1,1,1,1,0,0,9,1,0,0,0,0,4000,1,40.3,0
1,733591,262890,300000,13380,24,2,6,17,35,0,1,2,3,1,0,36,1,1,5,10,60,20,70000,2,1,3,3,0,0,0,3,0,1,1,0,1,1,0,0,9,0,1,1,0,0,19600,0,45.8,0
1,733591,350000,350000,19455.41336,60,2,2,14,50,1,1,3,5,1,1,132,2,1,1,216,4,10,39900,1,3,1,2,0,0,1,2,0,1,1,1,1,1,0,0,8,1,0,0,0,17000,10000,0,46.78804921,0
1,733613,295449,300000,10830,36,2,4,12,28,1,0,2,3,1,0,96,2,0,1,14,45,2,67400,1,1,1,2,0,0,0,1,0,1,1,1,0,1,0,0,9,0,0,0,1,0,3000,0,35.3,0
1,733613,100000,100000,14978.41,24,7,4,13,38,1,0,1,3,0,0,6,2,0,5,4,12,19,39787,2,3,1,2,0,0,1,2,0,0,1,1,1,1,0,0,14,0,0,0,1,9000,14000,0,33.75110436,0
1,733730,45000,300000,3829.55,24,5,6,13,32,1,1,2,1,2,0,84,4,0,5,20,26,20,44999,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,2,0,0,1,0,0,18400,0,43.72862201,1
1,733711,300000,300000,11441.62187,36,2,2,11,51,1,0,1,3,0,1,216,2,0,5,47,31,11,45000,1,2,1,2,0,0,0,1,0,0,1,1,1,1,0,0,13,0,0,0,1,0,5000,1,36.41371986,0
1,733719,165877,300000,9580,21,2,2,18,32,1,1,2,3,1,1,84,2,0,1,15,0,2,40000,1,1,1,1,0,1,1,3,0,0,1,0,0,1,0,0,8,0,0,1,0,0,8000,0,58.61323557,0
3,733593,188677.6,188677.6,405798.8777,60,2,4,13,46,1,0,3,3,0,0,12,3,1,5,28,29,20,48000,1,1,1,1,0,0,1,3,0,1,1,1,1,1,0,0,8,0,0,1,0,0,300,1,51.3,1
1,733723,200000,300000,8612.985393,60,5,6,12,39,1,1,3,2,1,0,96,1,0,5,11,18,3,23637.61,1,1,1,1,0,0,1,2,1,0,1,0,1,1,0,0,2,0,0,0,1,11077.8,7850,0,52.42857452,0
1,733724,300000,300000,8268.625604,60,2,6,15,40,1,0,3,3,1,0,264,3,0,5,11,84,7,74000,1,2,1,1,0,0,0,1,0,1,1,1,1,1,0,0,9,0,0,1,0,0,7000,0,34.90469707,0
1,733725,103411,300000,2850.25,60,1,6,16,31,1,1,2,3,1,0,60,4,0,5,9,5,20,41325,1,1,3,2,0,1,0,2,1,0,1,0,1,1,0,0,5,0,0,1,0,0,15726,0,49.53174135,0
1,733729,100000,100000,9700,12,2,4,14,43,1,0,3,3,1,1,108,2,0,2,13,0,20,30000,1,2,1,2,0,0,0,1,0,0,1,1,0,1,0,0,9,0,0,0,1,0,8200,0,33.94804874,0
1,733582,42000,150000,1085.48,60,2,4,15,51,1,0,4,3,0,1,312,3,0,1,192,132,13,19916,1,1,1,2,0,1,0,1,0,0,1,1,1,1,0,0,8,0,0,0,1,0,8950,1,48.40614525,1
1,733591,100000,200000,10740,60,2,7,16,34,1,1,2,3,1,0,52,2,1,5,4,2,4,11200,1,2,1,2,0,0,1,2,1,0,1,1,1,1,0,0,17,0,0,1,0,44000,16530,0,43.01914114,0
1,733593,500000,500000,16390.55,60,2,6,15,35,0,1,2,3,1,0,24,2,0,4,8,3,1,41579,1,1,1,2,0,0,1,1,0,1,1,0,1,1,0,0,9,1,0,0,0,0,5000,0,45.8,0
1,733593,200000,200000,18867.5,36,2,5,12,44,1,1,2,1,1,1,220,2,0,5,7,10,3,51750,1,2,1,1,0,0,0,2,0,0,1,1,1,1,0,0,8,0,0,0,1,0,1200,1,39.8,0
3,733596,148583.61,306601.1,85235.1058,60,2,2,13,31,1,0,2,3,1,1,12,2,1,5,6,14,4,17560,1,2,1,2,0,0,0,2,0,1,1,1,1,1,0,0,8,1,0,0,0,0,2200,0,42.3,0
1,733597,170000,170000,7000,60,2,6,13,26,1,0,2,2,0,1,264,2,0,5,19,16,20,30000,2,1,1,2,0,0,0,1,0,1,1,1,1,1,0,0,8,0,0,0,1,0,3500,0,34.3,0
1,733600,300000,300000,19455.41336,60,2,5,9,30,1,1,2,3,1,0,36,4,0,5,8,26,24,45000,1,2,1,3,0,0,1,3,0,0,1,0,1,1,0,0,9,0,0,1,0,80000,5500,0,47.71176471,0
1,733730,50000,50000,3995.646,24,5,3,13,26,1,1,1,3,0,1,223,2,0,1,16,0,3,19251.7,1,1,1,2,0,0,0,1,0,0,1,1,1,1,0,0,16,0,0,1,0,0,1500,0,35.52699164,0
1,733730,269927,300000,13990,24,2,6,12,31,1,0,2,3,0,1,169,3,0,5,24,41,20,52200,1,2,1,2,0,0,0,1,0,1,1,1,1,1,0,0,8,0,0,0,0,0,9500,0,35.14831616,0
3,733730,84003.49,84003.49,157709.778,24,2,5,11,31,1,1,1,3,0,1,360,2,0,2,16,5,6,31500,1,2,1,2,0,0,1,3,0,1,1,1,1,1,0,0,8,1,0,0,0,500,12200,0,48.01335661,0
3,733747,110424,110424,159424.65,24,2,2,11,40,1,0,2,1,1,1,276,2,0,1,54,36,4,36500,1,2,1,2,0,0,0,1,0,0,1,1,1,1,0,0,8,0,0,0,1,0,10000,0,35.08406786,0
1,733663,336001,600000,9280,60,2,5,13,32,1,1,2,1,0,1,84,2,0,5,30,0,3,40000,2,1,2,1,0,0,0,1,0,0,1,1,1,1,0,0,10,0,1,1,0,0,300,0,32.3,0
1,733614,70000,200000,3342,60,7,2,12,49,0,1,2,3,0,0,168,2,0,5,4,33,3,11180,1,1,1,2,0,0,0,2,1,0,1,0,0,1,0,0,3,0,0,0,1,6000,3530,1,37.01685602,0
1,733614,90000,150000,4668,30,7,4,12,35,1,0,1,3,1,1,72,2,0,5,30,53,19,24360,1,2,1,1,0,0,1,1,1,0,1,1,0,1,0,0,3,0,0,1,0,8700,15700,0,47.0313839,0
1,733618,100000,100000,6082.07,60,5,5,8,34,0,0,3,2,1,1,25,2,0,1,36,0,2,26749,2,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,16,0,0,1,0,0,5300,0,32.3,0
1,733617,150000,550000,4488,60,2,2,12,40,1,1,2,3,2,1,12,3,0,1,192,0,2,23000,1,1,1,2,0,0,0,2,0,1,1,1,1,1,0,0,13,0,0,1,0,1470,5300,0,41.23032284,0
1,733589,200000,400000,14634.5,60,1,3,14,41,1,1,2,2,1,1,480,2,0,5,18,96,19,37410,1,1,1,2,0,0,1,2,0,0,1,1,0,1,0,0,5,0,1,0,0,0,2200,1,40.3,1
1,733589,200000,520000,20290.01985,60,2,6,10,50,1,1,2,3,0,1,252,4,1,5,23,30,20,80000,1,2,1,2,0,0,1,3,0,1,1,1,0,1,0,0,8,0,0,0,1,6000,8000,1,54.00930233,1
1,733591,450000,450000,19455.41336,60,2,6,9,31,1,1,2,3,0,0,24,2,1,2,93,0,21,42442,1,1,1,1,0,0,1,3,0,1,1,1,1,1,0,0,8,0,0,1,0,130000,25500,0,37.30298503,0
2,733760,50018.934,50018.934,414442.596,18,7,6,12,47,1,1,3,3,0,1,36,4,0,3,150,36,22,43500,1,2,1,2,0,0,1,2,0,0,1,1,1,1,0,0,14,0,0,0,1,0,16700,1,66.15968037,0
3,733761,136257.73,200215.44,297542.39,24,2,2,14,24,0,0,2,3,1,1,216,2,1,5,34,16,13,30000,1,3,1,1,0,0,1,2,0,1,1,1,1,1,0,0,8,0,0,1,0,0,7700,0,59.73341952,0
3,733764,49636.7445,101498.105,69519.25,24,5,2,9,33,1,1,2,1,1,1,72,2,0,4,144,0,21,18000,1,1,1,1,0,0,1,2,0,0,1,1,1,1,0,0,16,0,0,0,1,0,5000,0,63.57846077,0
1,733660,80000,100000,2301.7,60,5,7,15,46,1,0,2,1,1,1,96,2,0,4,13,8,20,10431,1,1,1,2,0,0,1,2,1,0,1,0,0,1,0,0,2,0,0,0,1,0,100,1,49.3,0
