currency_co,open_dt,agreement_amt_rub,applied_amt_rub,month_pay_rub,term_cnt,region_name,score_day,score_hour,age,born_in_russia,gender,marital,education,child_minor,reg_fact,residence_period,work_status,website,gen_property,gen_exp,pre_exp,gen_industry,salary300,income_confirmation,flat_owner,house_owner,auto_owner,garage_owner,land_owner,account_owner,card_owner,current_credit,email_shown,work_phone_shown,home_phone_shown,current_phone_shown,mobile_phone_shown,phone_work_same,phone_reg_same,reg_state,auto_number_shown,inn_number_shown,drvlic_number_shown,pension_number_shown,UCI,OL,child_adult,previous_score,default
nom,lin,lin,lin,lin,lin,nom,nom,lin,lin,bin,bin,nom,nom,lin,bin,lin,nom,bin,nom,lin,lin,nom,lin,bin,nom,nom,nom ,bin,bin,bin,nom,bin,bin,bin,bin,bin,bin,bin,bin,nom,bin,bin,bin,bin,lin,lin,bin,lin,bin
1,733677,42550,50000,1560,36,5,2,14,29,1,0,2,2,1,1,72,2,0,5,16,7,1,16400,1,1,1,1,0,0,1,2,1,0,1,0,0,1,0,0,16,0,0,0,1,0,3100,0,50.13870968,0
1,733624,263101,400000,6825,60,2,3,12,38,1,1,2,1,1,1,36,2,0,5,5,0,20,28500,1,2,1,2,0,0,1,2,0,0,1,1,1,1,0,0,8,0,0,1,0,0,9000,0,38.3,0
1,733624,100000,100000,14180,60,2,3,13,42,1,1,3,2,0,1,480,1,0,5,8,0,3,30000,1,1,1,1,0,0,1,2,1,0,1,1,1,1,0,0,8,0,0,1,0,0,300,1,46.8,0
1,733624,407000,500000,15545.5,36,2,4,17,47,1,1,3,3,0,1,264,2,0,5,72,36,20,47850,2,2,1,3,0,1,1,3,0,1,1,1,1,1,0,0,8,0,0,1,0,0,12000,1,52.3,1
1,733626,250000,250000,11441.79,48,7,4,9,54,1,1,3,4,0,1,156,3,1,5,5,2,3,25300,1,3,1,2,0,0,1,2,0,1,1,1,1,1,0,0,6,0,0,1,0,6043,7350,1,39.95921141,1
1,733631,30000,30000,3530,12,2,2,18,47,0,1,2,2,1,1,201,1,0,5,53,37,19,15000,1,2,1,2,0,0,1,1,1,0,1,1,1,1,0,0,17,0,0,0,1,0,5650,0,48.3,0
1,733635,250000,250000,9296,60,5,6,14,29,1,0,2,3,1,1,48,2,0,5,7,7,14,41760,1,1,1,2,0,0,1,2,0,0,1,0,0,1,0,0,2,0,0,0,1,0,5300,0,34.81886792,1
1,733635,300000,300000,8250.5,60,7,5,17,42,0,1,1,3,0,1,216,2,0,1,48,180,2,24850,1,1,1,1,0,0,1,2,1,1,1,1,0,1,0,0,3,0,0,1,0,0,1500,0,49.5,0
1,733711,75000,100000,4750,60,2,6,11,47,1,0,4,2,0,1,82,2,0,3,230,0,3,15000,1,1,1,2,0,0,0,1,0,0,1,1,1,1,0,0,13,0,0,0,1,0,2000,1,47.05271015,0
1,733711,50000,50000,2380,36,5,3,12,25,1,0,2,3,1,1,120,2,0,5,19,21,20,14000,1,1,1,2,0,1,1,2,0,0,1,1,1,1,0,0,2,0,0,1,0,0,4100,0,51.33685576,0
1,733711,62000,130000,1679.85,60,1,6,15,50,1,0,2,1,0,1,288,2,0,2,24,48,3,10333,1,1,3,2,0,0,1,2,0,0,1,0,0,1,0,0,5,0,0,0,1,0,1850,1,55.95565356,0
1,733722,80000,80000,3930,36,5,3,9,36,1,0,2,2,2,1,6,2,0,4,36,0,21,15000,1,1,1,2,0,0,0,2,0,0,1,1,1,1,0,0,16,0,0,0,1,0,5500,0,47.21461988,0
1,733723,45109,60000,1697.2,36,5,4,13,27,1,1,2,2,2,1,110,2,0,1,8,46,13,19304,1,1,1,2,0,0,1,1,1,0,1,1,1,1,0,0,2,0,0,1,0,0,7100,0,33.49710172,0
1,733668,33923,100000,880,60,5,6,10,42,1,0,2,2,2,1,96,2,0,1,108,0,4,8400,1,1,2,2,0,0,0,1,1,0,1,0,0,1,0,0,16,0,0,0,1,0,2200,0,49.3,1
1,733635,70000,70000,8519.42,12,7,7,18,49,1,1,3,3,0,1,180,3,0,5,60,80,3,30914,1,1,1,1,0,0,1,2,0,0,1,1,0,1,0,0,3,0,0,1,0,3500,6300,1,45.94784293,0
1,733631,200000,200000,6496,60,5,4,9,28,1,1,2,2,2,1,180,2,0,1,75,0,15,10790,1,2,1,2,0,0,1,2,1,0,1,1,1,1,0,0,2,1,0,0,0,10000,2000,0,36.63318903,0
1,733634,60000,60000,7491,12,5,2,12,37,1,0,3,2,1,1,360,2,0,5,30,15,20,23200,1,1,1,2,0,0,1,2,1,0,1,1,1,1,0,0,2,0,1,0,1,4500,9370,0,44.22473753,0
1,733634,158500,200000,4200,60,1,6,16,30,1,0,2,3,1,1,240,3,0,5,11,5,19,23400,1,1,1,2,0,0,0,1,0,1,1,1,1,1,0,0,5,0,0,0,1,0,5000,0,35.8,0
1,733712,195195,195195,5380,60,5,6,6,27,1,1,2,2,1,0,36,2,0,2,12,0,19,25000,1,1,1,2,0,0,0,1,0,0,1,0,1,1,0,0,16,0,0,0,1,0,2300,0,32.74878507,0
1,733719,300000,300000,9435.544021,48,7,3,18,35,1,0,2,1,2,0,12,2,0,1,72,22,21,28600,1,1,1,2,0,0,1,2,0,0,1,1,1,1,0,0,14,0,0,0,1,10000,6600,0,57.464288,0
1,733635,200000,750000,20714.18403,60,2,6,15,39,1,0,2,3,1,1,108,3,0,5,38,13,3,160000,2,2,1,2,0,0,1,2,0,0,1,1,1,1,0,0,8,0,0,1,1,0,10300,1,43.71747573,1
1,733638,300000,300000,13250,60,2,2,15,40,1,1,2,3,0,1,144,3,0,1,185,0,2,35000,1,3,1,1,1,0,0,2,0,0,1,1,1,1,0,0,9,1,1,0,0,40000,17000,0,42.97176471,0
1,733639,80000,80000,3900,60,2,6,12,29,1,0,2,3,1,1,96,2,0,5,9,8,4,18000,1,3,1,2,0,0,0,1,0,1,1,1,1,1,0,0,8,0,0,0,1,0,2000,0,40.8,0
1,733619,750000,750000,27053.35981,60,2,5,14,27,1,1,1,2,0,0,144,3,0,5,13,19,21,108000,1,2,1,1,0,0,1,2,0,0,1,0,1,1,0,0,9,0,0,1,0,0,11000,0,36.57272727,1
1,733713,150000,150000,8099.141293,60,7,4,17,31,1,0,3,2,0,1,312,2,0,2,38,14,1,26830,1,1,1,2,0,0,1,3,0,0,1,1,1,1,0,0,14,0,0,0,1,0,600,0,47.65850357,0
1,733719,102677,250000,2830,60,5,6,11,29,1,1,2,1,2,0,48,1,0,1,84,0,2,19000,1,1,1,2,0,0,0,3,1,0,1,0,0,1,0,0,16,0,0,0,0,0,6900,0,56.22370993,0
1,733719,200000,200000,10375,36,2,6,11,27,0,0,1,3,0,1,48,2,0,2,11,15,19,31500,1,1,1,2,0,0,1,2,0,0,1,1,1,1,0,0,8,1,0,1,0,0,4500,0,49.50882655,0
1,733723,300000,300000,8268.625604,60,2,5,20,34,1,1,2,2,2,1,396,1,0,1,127,0,2,34000,1,1,1,2,0,0,0,2,0,0,1,1,0,1,0,0,9,0,0,0,1,0,7700,0,55.20139423,0
1,733729,100000,100000,6860,24,5,4,6,42,1,0,2,3,0,1,18,2,0,1,18,0,2,22200,1,3,1,2,0,0,1,1,0,0,1,1,1,1,0,0,16,0,0,0,1,0,2000,1,43.6835798,0
1,733625,94648,122449,2830,48,2,6,17,28,1,1,2,1,1,0,24,1,0,5,24,1,4,16000,1,2,1,2,0,0,0,2,0,0,1,1,1,1,0,0,10,0,0,0,1,0,1150,0,35.3,1
1,733625,200000,200000,9766.7,36,2,3,17,28,1,1,1,3,0,0,120,2,0,1,36,8,2,33690,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,10,0,1,0,0,0,300,0,33.3,0
1,733627,60000,60000,10445.5,24,5,5,13,28,1,1,1,3,0,1,48,2,0,1,108,0,2,30850,1,1,1,2,0,0,1,2,1,0,1,0,0,1,0,0,16,0,0,1,0,0,2000,0,35.3,0
1,733626,130000,130000,7502.5,60,5,2,15,48,1,0,2,2,0,1,250,1,0,5,51,6,3,14050,1,1,1,2,0,0,1,2,1,0,1,1,1,1,0,0,2,0,0,0,1,14000,1050,1,47.20570071,0
1,733730,95000,300000,5195.5,24,5,6,8,35,1,1,1,2,0,1,222,2,0,5,29,0,19,31850,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,4,0,1,0,0,0,8500,0,40.10686244,0
1,733711,300000,650000,8268.625604,60,5,6,16,33,1,1,1,4,1,0,48,2,0,5,33,56,23,104628,1,3,3,1,1,1,1,2,0,1,1,1,1,1,0,0,11,0,1,0,0,0,22000,0,52.75936121,0
1,733713,35000,35000,2840,20,2,4,19,54,0,0,2,2,0,0,12,2,0,4,47,28,4,10200,1,1,1,2,0,0,1,2,1,0,1,0,0,1,0,0,17,0,0,0,1,1000,3300,1,53.57424951,0
1,733635,500000,500000,26680,60,5,5,11,47,1,1,2,1,1,1,156,4,0,5,5,12,20,70000,2,1,1,2,0,0,1,2,0,0,1,1,1,1,0,0,11,0,0,1,0,0,10000,1,45.3,0
1,733638,150000,150000,5960,60,5,3,12,33,1,1,2,1,1,1,312,2,0,6,96,36,20,22500,1,2,1,2,0,0,1,2,1,0,1,1,1,1,0,0,16,0,0,0,1,0,3620,0,45.3718232,0
1,733638,500000,500000,51385.65096,24,5,5,11,53,1,1,2,3,0,0,144,4,0,5,120,9,20,93090,1,3,1,2,1,0,0,2,0,0,1,0,1,1,0,0,2,0,0,1,0,0,13000,1,54.3,0
1,733638,75000,100000,1960,60,1,3,15,33,0,1,2,2,2,0,6,1,0,4,54,17,21,16200,1,1,1,1,0,0,1,2,0,0,1,0,0,1,0,0,5,0,0,1,0,0,2200,0,41.3,0
1,733638,350000,500000,20800,60,2,5,15,29,0,1,2,3,1,1,15,2,1,4,29,15,24,50000,1,2,1,2,0,0,1,2,0,1,1,0,0,1,0,0,9,0,0,1,0,60000,22200,0,34.71081081,0
1,733619,100000,100000,4225,60,2,3,9,27,1,1,1,3,0,1,240,3,1,5,9,2,20,18500,2,1,1,2,0,0,1,1,0,1,1,1,1,1,0,0,8,0,0,0,1,0,1300,0,37.8,0
1,733638,260000,260000,8567.9,59,5,2,11,56,1,1,2,2,1,1,120,1,0,1,46,9,9,16742,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,16,0,1,0,0,12120,4400,0,44.02561153,0
3,733747,139704.5,203968.57,371949.2608,24,5,3,14,50,1,0,3,3,1,1,108,2,0,4,70,0,4,26400,1,3,1,2,1,1,1,2,1,0,1,1,1,1,0,0,16,0,0,0,1,0,6300,0,56.4737466,0
3,733785,51769.6893,59505.39,73900.0272,24,5,4,11,46,1,0,3,2,0,1,15,2,0,1,29,0,4,12000,1,1,3,2,0,0,1,1,1,0,1,1,1,1,0,0,16,0,0,0,1,3600,2200,1,35.20685333,0
1,733677,159200,200000,6967.65,29,2,5,12,53,1,0,2,2,0,1,14,3,0,5,430,0,20,22417,1,2,1,2,0,0,1,2,0,0,1,1,1,1,0,0,8,0,0,0,1,0,1800,1,46.3,0
3,733638,368545.5,368545.5,600110.3337,60,2,3,10,47,1,1,2,3,1,1,36,3,0,2,24,8,20,57720,1,3,1,2,0,0,1,2,0,0,1,1,1,1,0,0,8,1,0,0,0,25000,15000,1,46.00928433,0
1,733639,100000,350000,11650,60,2,5,17,35,1,1,2,2,1,1,211,2,0,5,14,86,20,20000,1,1,1,2,0,0,1,3,0,0,1,1,1,1,0,0,8,0,0,1,0,11000,2300,0,36.50967742,0
1,733621,600000,700000,22380,60,2,4,11,25,1,1,1,3,0,1,84,2,0,2,7,35,6,50000,1,2,1,2,0,0,1,3,0,0,1,1,1,1,0,0,8,0,0,1,0,0,2300,0,38.19130435,0
1,733593,100000,100000,12410,12,2,5,13,30,1,1,1,3,0,1,72,2,1,1,65,0,2,31000,1,2,1,2,0,0,1,3,0,1,1,1,1,1,0,0,8,0,0,1,0,0,2200,0,38.3,0
1,733626,190000,190000,8435,57,4,2,17,56,1,1,2,3,0,1,120,4,0,5,18,0,3,19300,1,1,3,2,0,1,1,1,0,0,1,1,1,1,0,0,10,0,0,1,0,10000,2500,1,51.11851852,0
3,733786,44087.4,44087.4,86117.388,24,7,1,14,33,1,1,2,3,2,1,96,3,0,1,10,72,2,23000,1,1,1,3,0,0,1,3,0,0,1,0,0,1,0,0,3,0,0,1,0,0,6000,0,61.40600154,0
3,733740,299977.92,330858,424627.6776,24,2,6,16,50,0,1,4,2,0,1,12,4,0,5,18,0,19,100000,1,3,1,1,0,1,0,1,0,0,1,1,0,1,0,0,8,0,0,1,0,0,17000,1,47.64988236,1
2,733761,61110.66,61110.66,419947.7547,24,7,2,16,40,0,0,3,3,2,1,156,2,0,1,6,161,2,10900,1,3,1,1,0,0,1,2,0,0,1,1,1,1,0,0,14,0,0,1,0,30000,8300,0,57.62310331,0
2,733761,35256.15,35256.15,460941.0205,12,7,2,17,32,1,1,1,3,0,1,372,2,0,2,14,19,20,5153,1,1,1,2,0,0,1,2,0,1,1,1,1,1,0,0,14,0,0,0,1,40000,5500,0,49.50882655,0
1,733680,170000,170000,6620,60,5,4,6,29,1,1,2,1,1,1,24,2,0,1,84,0,2,20800,1,1,1,2,1,0,1,2,0,0,1,1,1,1,0,0,16,0,0,1,1,1500,4800,0,39.06636771,0
1,733680,60000,100000,2605,60,5,2,9,37,1,0,1,3,0,1,48,2,0,4,60,0,3,11700,2,1,1,2,0,0,1,2,1,0,1,1,1,1,0,0,16,0,0,0,1,0,1250,0,37.9,1
1,733680,190987,350000,5060,60,5,2,14,32,0,1,2,3,1,0,84,3,0,1,36,0,2,30800,1,1,1,2,0,0,0,2,0,0,1,0,1,1,0,0,16,0,0,0,0,0,6400,0,33.6125,0
1,733628,50000,70000,1325.5,60,5,5,7,49,1,1,2,2,0,1,408,1,0,5,42,23,3,15785,2,1,1,2,0,0,0,1,0,0,1,1,1,1,0,0,16,0,0,0,1,0,2090,1,35.16124402,0
1,733628,56450,60000,1465.55,60,5,5,13,37,1,0,3,2,1,1,132,1,0,1,138,19,4,7847,1,1,1,2,0,0,1,2,1,0,1,0,0,1,0,0,16,0,0,0,1,2100,1961,0,45.78648839,0
1,733635,250000,250000,14319.25,60,5,4,16,36,1,0,3,3,1,1,34,2,0,4,62,70,1,26035,1,1,1,2,0,0,1,2,0,0,1,1,0,1,0,0,4,0,0,0,1,0,2000,0,48.3,0
1,733635,154752,200000,4100,60,2,6,12,33,1,0,3,3,1,1,240,2,0,2,12,8,24,17000,1,2,1,2,1,1,1,2,0,0,1,1,1,1,0,0,9,0,0,1,0,0,3100,0,50.3,0
3,733768,280043.1585,331314,393159.28,24,2,6,12,47,0,1,2,3,0,1,96,3,0,5,20,103,19,45200,1,2,1,3,0,0,0,1,0,0,1,1,1,1,0,0,9,0,1,1,0,0,6000,1,44.78629033,1
3,733787,152665.5,314185.599,715280.6138,24,5,2,16,34,1,1,2,3,2,1,60,3,0,5,30,34,20,54044,1,2,1,1,0,0,1,2,1,1,1,1,0,1,0,0,4,0,1,0,0,0,13400,0,53.19239194,0
2,733788,105320.6028,136993.5,144769.2511,24,5,2,12,35,1,0,2,3,2,1,46,3,0,5,5,39,25,31668,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,4,0,0,1,0,0,8700,0,39.16735932,1
1,733660,400000,400000,37675.06734,36,7,5,10,43,1,0,1,3,1,1,108,2,0,5,27,42,3,100000,2,1,1,2,0,0,1,2,0,0,1,1,1,1,0,0,14,1,1,0,0,0,10500,0,33.3,0
1,733661,78033,80000,2900,36,5,6,9,36,1,1,2,1,1,1,90,4,0,5,30,5,3,22300,2,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,4,0,0,1,0,0,7600,0,42.86578947,0
1,733635,500000,500000,27618.91204,60,2,4,14,39,1,0,2,1,0,0,42,3,0,6,96,24,20,98000,2,1,3,1,0,1,1,2,1,0,1,1,0,1,0,0,9,0,0,1,0,0,11500,1,53.43043478,0
1,733639,50000,50000,11374.66,12,5,5,14,50,1,0,3,2,0,0,84,2,0,1,360,0,2,27122,1,1,1,2,0,0,1,1,0,0,1,0,1,1,0,0,16,0,0,0,1,0,3000,1,41.3,0
1,733617,100000,100000,12500,48,2,5,10,45,1,1,3,2,0,1,204,2,0,1,11,276,21,29000,1,1,1,2,0,0,1,1,0,0,1,1,1,1,0,0,8,0,0,1,0,0,1300,0,39.8,0
3,733619,283016.4,400939.9,414718.4664,60,2,2,18,49,1,1,2,2,0,1,48,2,0,1,106,0,13,45280,2,3,3,2,0,0,1,2,1,0,1,1,1,1,0,0,8,0,0,1,0,180000,15725,1,54.57305101,0
1,733620,150000,150000,6716,60,5,2,9,52,1,1,3,2,0,1,28,1,0,1,30,0,4,18200,1,1,1,2,0,1,0,1,0,0,1,0,0,1,0,0,16,0,0,1,0,0,1700,1,45.3,1
1,733620,300000,300000,11382.5,60,5,5,14,41,1,1,2,1,2,1,144,4,0,3,6,132,3,30450,1,1,2,2,0,1,0,1,1,0,1,1,1,1,0,0,16,0,0,1,0,0,7000,0,42.3,0
1,733620,207397,400000,5380,60,5,4,9,47,1,1,2,1,0,1,276,1,0,1,192,48,21,19000,1,1,1,2,0,0,0,2,0,0,1,0,0,1,0,0,16,0,0,1,0,0,1100,1,43.3,0
1,733621,500000,500000,27618.91204,60,2,5,13,34,1,1,2,3,1,1,372,4,0,5,17,60,20,100000,2,1,1,1,0,0,1,3,0,0,1,1,1,1,0,0,9,0,0,1,0,0,8800,0,51.3,0
1,733627,40000,40000,9163.2,12,5,2,11,25,1,1,1,2,0,1,214,1,0,4,57,12,9,23090,1,1,1,2,0,0,1,2,0,0,1,1,0,1,0,0,4,0,0,0,1,0,1600,0,38.3,0
1,733627,500000,600000,27053.35981,60,2,5,9,36,1,1,2,3,1,0,96,3,0,5,48,15,3,45000,1,1,1,1,0,0,1,2,0,0,1,1,0,1,0,0,8,0,0,1,0,15000,4700,0,39.9,0
1,733633,70000,170000,3930,60,5,4,13,50,1,0,2,1,0,1,18,1,0,5,78,252,9,13000,1,1,2,2,0,0,1,2,0,0,1,0,0,1,0,0,4,0,0,0,1,0,380,1,48.3,1
1,733633,150000,150000,17255,60,2,5,14,34,0,0,2,3,1,1,396,2,0,5,36,36,2,40000,2,1,1,2,0,0,1,1,0,1,1,0,0,1,0,0,9,0,0,0,1,3500,1300,0,39.76551724,0
1,733635,250000,250000,9282.5,60,7,5,17,28,1,0,2,3,0,1,180,2,0,5,34,16,19,30450,2,1,1,2,0,0,0,1,1,1,1,1,1,1,0,0,3,0,0,1,0,2000,4700,0,40.19476117,0
3,733733,61690.2949,61690.2949,84402.4177,24,7,4,11,38,0,0,1,2,1,1,360,2,0,6,7,21,20,13050,1,2,1,2,0,0,1,2,1,0,1,0,0,1,0,0,3,1,0,0,1,2600,3550,0,37.95363291,1
2,733733,170518.476,299670.18,196537.675,24,1,5,13,45,1,0,2,2,0,1,31,2,0,5,12,14,20,30450,1,2,1,2,1,0,0,1,0,0,1,1,1,1,0,0,5,0,0,0,1,0,2200,1,38.63281459,1
2,733744,67956.77,78935.1,77347.325,24,2,3,15,37,1,0,3,3,1,1,211,1,0,4,214,0,9,17400,1,1,1,2,0,0,1,2,0,0,1,1,1,1,0,0,17,0,0,0,1,5500,10800,0,55.65479722,1
2,733761,74625.5175,352561.5,88845.498,24,5,3,8,35,1,1,2,4,2,1,93,3,0,5,13,13,11,50000,1,1,1,1,1,0,1,2,0,0,1,1,1,1,0,0,2,0,0,0,1,0,22300,0,53.19239194,0
1,733639,200000,200000,13699,36,5,5,11,34,0,1,2,3,2,1,84,4,0,5,12,18,18,34580,1,2,1,2,0,0,1,1,0,0,1,1,1,1,0,0,16,0,0,1,0,0,8000,0,48.9875,1
1,733619,60000,60000,11737,24,2,3,12,33,1,1,3,2,1,1,16,2,0,5,12,10,19,35000,1,1,3,2,0,1,1,2,1,1,1,1,1,1,0,0,8,0,0,1,0,0,8993,0,39.63437118,0
1,733627,80000,80000,4636.16,60,1,4,11,26,1,0,1,3,0,1,180,1,0,6,29,0,20,19492,2,3,1,1,1,0,0,3,0,0,1,0,1,1,0,0,5,0,0,0,1,0,1300,0,43.3,0
1,733628,75000,350000,1951.48,60,2,6,16,54,1,1,3,5,0,0,276,2,0,5,66,6,3,11436,1,3,1,1,0,0,1,3,0,0,1,0,1,1,0,0,9,0,0,1,0,17800,9000,1,35.71848406,0
3,733743,299988.2916,329295.6,418592.0392,24,2,5,12,26,1,0,1,3,0,1,65,2,0,2,24,12,24,36120,1,1,1,1,0,0,1,2,1,0,1,1,1,1,0,0,9,0,0,1,0,20000,5000,0,58.32448097,0
3,733744,136781.5,200001.9093,407297.0082,24,7,5,17,26,1,1,1,1,0,0,24,2,0,5,12,2,20,40020,1,3,1,2,0,0,0,1,0,0,1,1,1,1,0,0,14,0,0,0,1,0,1300,0,33.43726744,0
3,733745,109686.4,109686.4,231712.52,24,2,6,13,22,1,1,1,2,0,1,252,2,0,5,37,0,3,20000,1,1,1,2,0,0,0,2,0,0,1,1,1,1,0,0,8,0,0,0,1,5000,5000,0,44.41244701,0
3,733628,141508.2,141508.2,468392.142,60,2,4,12,49,1,0,2,2,0,1,276,3,0,5,99,168,8,12600,1,1,1,2,0,0,1,2,1,0,1,1,1,1,0,0,8,0,0,0,0,54000,1600,1,48.69090909,0
1,733635,216000,350000,5723.95,60,7,2,18,22,1,1,1,2,0,1,240,1,0,5,6,5,21,24589,1,1,1,2,0,0,1,2,0,0,1,1,1,1,0,0,14,0,0,0,1,0,7100,0,32.3,0
1,733638,300000,750000,60480,60,2,5,19,39,1,0,3,3,1,1,84,2,0,5,48,18,5,85800,1,2,1,2,0,1,1,2,0,1,1,1,1,1,0,0,8,0,0,1,0,15000,15000,0,48.20714286,0
1,733638,1000000,1000000,27618.91204,60,2,5,11,49,1,1,2,4,1,1,168,4,0,5,25,6,16,120495,1,2,3,1,0,0,0,2,1,0,1,1,1,1,0,0,8,0,0,1,0,180000,27500,0,57.68517844,1
3,733638,140047.29,140047.29,293818.4773,24,7,3,16,37,1,1,1,1,0,1,24,2,0,5,23,5,17,31469,1,3,1,1,0,0,1,3,0,0,1,0,0,1,0,0,14,0,1,0,0,0,3800,0,40.3,0
1,733638,200000,200000,9680,60,2,4,10,49,1,1,2,2,0,1,396,2,0,2,60,12,15,26000,1,1,1,1,0,0,0,2,1,0,1,1,0,1,0,0,8,0,0,1,0,0,2200,0,48.3,0
2,733806,169976.4,297458.7,181718.3697,60,5,3,12,36,1,1,1,1,0,1,120,2,0,4,167,0,3,24216,1,1,1,2,0,0,1,2,0,0,1,0,0,1,0,0,16,0,0,0,1,0,5300,0,55.1402291,1
3,733810,41621.64,41621.64,198049.637,60,2,6,15,29,0,1,2,3,1,1,6,2,0,1,78,0,2,23000,1,1,1,2,0,0,0,1,0,1,1,1,1,1,0,0,8,1,0,0,0,0,4820,0,56.78252783,0
1,733620,36200,150000,920,60,5,4,10,40,1,1,2,2,0,0,120,2,0,6,36,24,20,19600,1,2,1,2,1,0,0,1,1,0,1,0,1,1,0,0,16,0,0,0,1,0,5100,1,45.18235294,1
1,733620,250000,250000,19225,36,2,2,10,40,1,0,2,2,1,0,72,2,0,5,96,24,21,50000,1,2,1,2,0,0,0,1,0,0,1,0,1,1,0,0,9,0,0,1,0,500,6500,0,40.37425743,0
1,733628,146662,200000,3804.5,60,2,3,17,55,1,1,2,3,0,1,221,2,1,5,63,84,20,20010,1,2,1,1,0,0,0,2,0,0,1,1,0,1,0,0,9,0,0,1,0,0,3600,1,49.3,0
1,733627,40000,40000,7959.11,6,2,2,18,32,1,1,3,2,0,1,182,3,0,5,38,0,20,26187,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,8,0,0,1,1,0,4300,0,40.3,0
2,733633,503456.8,503456.8,643740.4771,60,2,3,14,28,1,1,2,3,0,1,108,3,1,5,3,51,5,82305,1,2,1,1,0,0,1,2,0,1,1,1,1,1,0,0,8,0,0,0,1,0,10000,0,47.3,0
1,733634,500000,500000,22147.5,60,7,2,11,29,1,0,2,3,1,1,18,2,0,2,29,25,3,56550,1,2,1,2,0,0,0,1,0,0,1,1,1,1,0,0,14,0,0,0,1,0,7300,0,34.3,1
1,733639,200000,200000,7796.8,60,5,3,15,34,1,0,1,3,1,0,9,2,1,2,6,9,5,15660,1,1,1,2,0,0,1,2,0,1,1,0,0,1,0,0,2,0,0,0,1,5000,3450,0,37.082091,0
1,733639,400000,400000,22317.2,60,5,6,13,34,1,0,1,3,0,0,14,2,0,5,31,33,16,36540,1,3,1,2,0,0,1,2,1,1,1,0,1,1,0,0,2,1,0,0,0,43500,16405,0,46.1703667,0
1,733639,100000,100000,11026,30,5,5,14,38,1,0,2,3,1,1,180,2,0,1,108,0,13,8000,1,1,1,2,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,1,41760,1650,0,39.39445983,0
1,733639,750000,750000,20714.18403,60,2,4,17,39,1,0,3,2,1,1,300,2,0,5,55,33,20,60000,2,2,2,1,1,1,1,2,1,0,1,1,1,1,0,0,9,0,0,1,0,50000,4300,1,60.42222222,0
1,733639,750000,1000000,27618.91204,60,5,3,8,43,1,1,2,4,1,1,96,4,0,5,28,43,20,56550,1,3,1,2,1,0,0,3,0,1,1,1,1,1,0,0,11,1,0,0,0,0,10000,1,58.3,1
1,733620,150000,150000,15535,60,5,5,9,47,1,1,2,3,0,1,72,4,0,5,41,12,3,26100,1,3,3,2,0,0,1,2,1,0,1,1,1,1,0,0,16,1,0,0,0,10000,4250,1,53.51950464,0
1,733620,100000,200000,6440,60,5,4,12,28,1,1,1,2,0,1,168,1,0,4,24,0,21,16000,1,1,1,2,0,0,1,1,1,0,1,1,1,1,0,0,16,0,0,1,0,7000,2300,0,34.66086957,1
1,733620,200000,200000,8825,60,5,4,11,30,1,0,1,3,1,1,180,2,0,1,180,0,3,24000,1,1,1,2,0,0,1,1,0,0,1,0,0,1,0,0,16,0,0,1,0,3500,6000,0,33.69818182,0
1,733729,100000,100000,5446,24,5,5,9,27,1,0,1,3,0,0,24,2,0,5,25,16,20,21700,1,1,1,2,0,0,1,2,0,0,1,0,0,1,0,0,2,0,0,0,1,0,4650,0,49.50882655,0
1,733620,150000,500000,14585.5,60,2,3,16,32,1,1,2,3,1,0,24,4,0,5,12,17,18,20010,1,3,1,1,0,0,1,1,0,0,1,1,1,1,0,0,13,0,0,0,1,60000,22800,0,40.14728798,0
1,733621,750000,750000,20290.01985,60,2,3,15,48,1,0,2,3,0,1,24,4,0,6,96,264,3,125000,1,1,2,1,1,1,0,1,0,0,1,1,1,1,0,0,9,0,0,0,1,0,30500,1,52.3,0
1,733690,200000,200000,6500,60,2,3,19,23,1,1,1,3,0,1,144,2,0,5,16,0,5,22000,1,1,1,2,0,0,1,2,0,0,1,0,1,1,0,0,9,0,1,0,0,0,1000,0,38.3,0
1,733683,100000,100000,7680,36,5,2,14,36,1,0,2,3,1,1,312,3,1,1,11,168,13,22000,1,1,1,2,0,1,0,2,0,0,1,1,1,1,0,0,11,0,0,0,1,0,1400,0,47.8,0
1,733683,800000,800000,28190.47109,60,5,2,12,38,1,1,2,3,1,1,12,4,1,5,8,22,20,167220,2,2,1,2,0,0,1,2,0,1,1,1,1,1,0,0,11,0,0,1,0,0,25000,0,48.8,0
1,733684,1000000,1000000,28190.47109,60,1,4,19,51,1,1,2,3,0,1,240,4,0,5,8,0,19,74166,2,1,3,1,0,0,0,1,0,0,1,1,1,1,0,0,5,0,0,0,1,0,3300,1,52.58578866,1
1,733687,95603,150000,2480,60,5,3,14,31,1,0,2,3,1,1,156,2,0,1,36,0,4,15000,1,1,1,2,0,0,1,1,1,0,1,1,1,1,0,0,16,0,0,0,1,0,200,0,37.27029349,0
