# label:lin;x:lin
0.27723	0
0.29703	0.0051546
0.21782	0.010309
0.12871	0.015464
0.31683	0.020619
0.34653	0.025773
0.14851	0.030928
0.22772	0.036082
0.24752	0.041237
0.35644	0.046392
0.19802	0.051546
0.18812	0.056701
0.39604	0.061856
0.29703	0.06701
0.19802	0.072165
0.19802	0.07732
0.34653	0.082474
0.23762	0.087629
0.37624	0.092784
0.22772	0.097938
0.27723	0.10309
0.31683	0.10825
0.21782	0.1134
0.33663	0.11856
0.27723	0.12371
0.45545	0.12887
0.26733	0.13402
0.19802	0.13918
0.33663	0.14433
0.34653	0.14948
0.46535	0.15464
0.14851	0.15979
0.40594	0.16495
0.44554	0.1701
0.26733	0.17526
0.12871	0.18041
0.35644	0.18557
0.35644	0.19072
0.29703	0.19588
0.17822	0.20103
0.28713	0.20619
0.09901	0.21134
0.25743	0.21649
0.33663	0.22165
0.31683	0.2268
0.30693	0.23196
0.31683	0.23711
0.64356	0.24227
0.29703	0.24742
0.55446	0.25258
0.26733	0.25773
0.32673	0.26289
0.24752	0.26804
0.34653	0.2732
0.28713	0.27835
0.27723	0.28351
0.29703	0.28866
0.29703	0.29381
0.29703	0.29897
0.28713	0.30412
0.19802	0.30928
0.18812	0.31443
0.20792	0.31959
0.19802	0.32474
0.19802	0.3299
0.28713	0.33505
0.20792	0.34021
0.29703	0.34536
0.26733	0.35052
0.31683	0.35567
0.28713	0.36082
0.31683	0.36598
0.10891	0.37113
0.31683	0.37629
0.45545	0.38144
0.68317	0.3866
0.32673	0.39175
0.28713	0.39691
0.37624	0.40206
0.29703	0.40722
0.30693	0.41237
0.37624	0.41753
0.26733	0.42268
0.35644	0.42784
0.28713	0.43299
0.31683	0.43814
0.29703	0.4433
0.23762	0.44845
0.35644	0.45361
0.28713	0.45876
0.29703	0.46392
0.26733	0.46907
0.32673	0.47423
0.31683	0.47938
0.35644	0.48454
0.30693	0.48969
0.30693	0.49485
0.25743	0.5
0.38614	0.50515
0.37624	0.51031
0.22772	0.51546
0.29703	0.52062
0.29703	0.52577
0.20792	0.53093
0.35644	0.53608
0.30693	0.54124
0.29703	0.54639
0.29703	0.55155
0.29703	0.5567
0.25743	0.56186
0.31683	0.56701
0.27723	0.57216
0.18812	0.57732
0.30693	0.58247
0.40594	0.58763
0.31683	0.59278
0.55446	0.59794
0.49505	0.60309
0.41584	0.60825
0.68317	0.6134
0.44554	0.61856
0.37624	0.62371
0.42574	0.62887
0.35644	0.63402
0.30693	0.63918
0.53465	0.64433
0.39604	0.64948
0.39604	0.65464
0.33663	0.65979
0.44554	0.66495
0.38614	0.6701
0.38614	0.67526
0.49505	0.68041
0.49505	0.68557
1	0.69072
0	0.69588
0	0.70103
0.50495	0.70619
0.39604	0.71134
0.45545	0.71649
0.68317	0.72165
0.79208	0.7268
0.47525	0.73196
0.42574	0.73711
0.63366	0.74227
0.48515	0.74742
0.40594	0.75258
0.53465	0.75773
0.62376	0.76289
0.66337	0.76804
0.49505	0.7732
0.48515	0.77835
0.48515	0.78351
0.49505	0.78866
0.48515	0.79381
0.45545	0.79897
0.41584	0.80412
0.38614	0.80928
0.45545	0.81443
0.40594	0.81959
0.57426	0.82474
0.36634	0.8299
0.68317	0.83505
0.48515	0.84021
0.45545	0.84536
0.53465	0.85052
0.39604	0.85567
0.37624	0.86082
0.37624	0.86598
0.51485	0.87113
0.62376	0.87629
0.49505	0.88144
0.34653	0.8866
0.40594	0.89175
0.74257	0.89691
0.49505	0.90206
0.29703	0.90722
0.46535	0.91237
0.36634	0.91753
0.55446	0.92268
0.47525	0.92784
0.39604	0.93299
0.50495	0.93814
0.42574	0.9433
0.46535	0.94845
0.34653	0.95361
0.53465	0.95876
0.51485	0.96392
0.34653	0.96907
0.37624	0.97423
0.34653	0.97938
0.61386	0.98454
0.34653	0.98969
0.32673	0.99485
0.51485	1
